"subj_idx","match","val","id","stim","response","rt"
7304,"mismatch","Bad","Other",0,1,0.7247
7304,"mismatch","Bad","Self",0,0,0.8786
7304,"match","Good","Other",1,1,0.8167
7304,"match","Bad","Other",1,0,0.8728
7304,"mismatch","Good","Other",0,1,0.6849
7304,"mismatch","Bad","Self",0,1,0.6951
7304,"match","Good","Self",1,1,0.4951
7304,"match","Bad","Other",1,0,0.8713
7304,"match","Good","Self",1,1,0.5954
7304,"match","Bad","Other",1,1,0.6875
7304,"mismatch","Good","Self",0,0,0.6796
7304,"mismatch","Good","Other",0,1,0.8177
7304,"match","Bad","Self",1,0,0.7439
7304,"mismatch","Good","Self",0,1,0.35
7304,"mismatch","Bad","Other",0,1,0.7582
7304,"mismatch","Good","Self",0,0,0.7363
7304,"match","Bad","Self",1,0,0.8926
7304,"match","Good","Other",1,0,0.8527
7304,"mismatch","Good","Other",0,1,0.6848
7304,"match","Bad","Self",1,0,0.407
7304,"match","Good","Self",1,1,0.3611
7304,"match","Good","Other",1,1,0.9631
7304,"match","Bad","Other",1,0,0.7173
7304,"mismatch","Bad","Self",0,0,0.7514
7304,"mismatch","Good","Other",0,0,0.9234
7304,"mismatch","Good","Other",0,0,0.5976
7304,"mismatch","Bad","Self",0,0,0.7138
7304,"match","Bad","Self",1,1,0.7979
7304,"mismatch","Good","Self",0,1,0.48
7304,"mismatch","Bad","Other",0,0,0.6661
7304,"match","Good","Self",1,1,0.6882
7304,"match","Good","Other",1,0,0.6884
7304,"match","Bad","Other",1,1,0.8164
7304,"mismatch","Bad","Self",0,0,0.6246
7304,"mismatch","Bad","Other",0,0,0.8146
7304,"match","Good","Other",1,1,0.6148
7304,"match","Bad","Self",1,1,0.6229
7304,"mismatch","Good","Self",0,0,0.597
7304,"mismatch","Bad","Other",0,1,0.7612
7304,"match","Bad","Other",1,0,0.6112
7304,"mismatch","Good","Self",0,0,0.7074
7304,"match","Good","Self",1,1,0.5754
7304,"mismatch","Good","Other",0,0,0.9195
7304,"match","Bad","Self",1,1,0.6337
7304,"match","Good","Self",1,1,0.7498
7304,"match","Good","Other",1,1,0.6819
7304,"mismatch","Good","Self",0,1,0.412
7304,"match","Bad","Other",1,0,0.6201
7304,"match","Bad","Self",1,1,0.7542
7304,"mismatch","Bad","Other",0,1,0.7904
7304,"match","Good","Other",1,1,0.6825
7304,"mismatch","Good","Self",0,0,0.5885
7304,"mismatch","Good","Other",0,1,0.7607
7304,"match","Bad","Self",1,1,0.6188
7304,"mismatch","Bad","Self",0,1,0.9849
7304,"match","Bad","Other",1,1,0.9591
7304,"match","Good","Other",1,0,0.8971
7304,"match","Bad","Self",1,1,0.7594
7304,"mismatch","Bad","Other",0,0,0.7855
7304,"match","Good","Self",1,1,0.5276
7304,"mismatch","Good","Other",0,1,0.8717
7304,"match","Good","Self",1,1,0.4998
7304,"mismatch","Good","Self",0,0,0.8979
7304,"mismatch","Bad","Self",0,1,0.8
7304,"match","Good","Self",1,1,0.5782
7304,"mismatch","Bad","Self",0,0,0.7762
7304,"mismatch","Bad","Other",0,1,0.7924
7304,"mismatch","Good","Other",0,1,0.5726
7304,"match","Bad","Other",1,1,0.8526
7304,"match","Good","Other",1,0,0.6608
7304,"mismatch","Bad","Self",0,0,0.8517
7304,"match","Bad","Other",1,1,0.7318
7304,"mismatch","Good","Other",0,0,0.7239
7304,"match","Good","Self",1,1,0.5501
7304,"match","Bad","Self",1,1,0.9543
7304,"match","Bad","Other",1,1,0.9184
7304,"match","Good","Other",1,1,0.7604
7304,"mismatch","Good","Other",0,0,0.6986
7304,"mismatch","Good","Self",0,0,0.7847
7304,"mismatch","Good","Other",0,1,0.5588
7304,"mismatch","Bad","Self",0,0,0.7849
7304,"mismatch","Good","Self",0,1,0.631
7304,"mismatch","Bad","Self",0,0,0.8032
7304,"match","Good","Other",1,1,0.8693
7304,"match","Good","Self",1,1,0.6174
7304,"match","Bad","Other",1,1,0.8956
7304,"match","Bad","Self",1,1,0.6877
7304,"match","Bad","Self",1,0,0.5997
7304,"match","Good","Self",1,1,0.578
7304,"mismatch","Bad","Other",0,0,0.84
7304,"mismatch","Bad","Other",0,1,0.6981
7304,"mismatch","Bad","Other",0,0,0.7442
7304,"mismatch","Good","Self",0,0,0.8383
7304,"match","Good","Other",1,1,0.8884
7304,"mismatch","Good","Other",0,0,0.7686
7304,"mismatch","Bad","Other",0,1,0.6928
7304,"mismatch","Good","Other",0,1,0.845
7304,"mismatch","Bad","Self",0,0,0.9511
7304,"match","Good","Other",1,0,0.7312
7304,"match","Good","Self",1,1,0.5393
7304,"match","Bad","Self",1,0,0.7455
7304,"match","Good","Other",1,1,0.7196
7304,"mismatch","Good","Self",0,0,0.7936
7304,"mismatch","Bad","Self",0,1,0.9178
7304,"match","Good","Self",1,1,0.5279
7304,"match","Good","Other",1,1,0.96
7304,"match","Bad","Self",1,1,0.6501
7304,"mismatch","Good","Other",0,0,0.6902
7304,"match","Bad","Other",1,1,0.6664
7304,"mismatch","Good","Self",0,0,0.9445
7304,"mismatch","Bad","Self",0,0,0.7826
7304,"match","Bad","Other",1,1,0.8048
7304,"match","Good","Self",1,1,0.6228
7304,"match","Bad","Other",1,0,0.565
7304,"match","Bad","Self",1,0,0.6791
7304,"mismatch","Good","Self",0,0,0.8492
7304,"mismatch","Bad","Other",0,1,0.9694
7304,"match","Good","Other",1,1,0.8856
7304,"mismatch","Good","Self",0,0,0.6958
7304,"mismatch","Good","Other",0,1,0.5759
7304,"match","Good","Self",1,1,0.496
7304,"match","Good","Other",1,1,0.8721
7304,"mismatch","Good","Self",0,0,0.6682
7304,"mismatch","Good","Other",0,1,0.6563
7304,"mismatch","Bad","Self",0,1,0.6884
7304,"match","Good","Self",1,1,0.5605
7304,"mismatch","Bad","Other",0,1,0.7867
7304,"mismatch","Bad","Self",0,0,0.7768
7304,"mismatch","Bad","Self",0,0,0.7689
7304,"match","Good","Other",1,1,0.7211
7304,"match","Bad","Self",1,1,0.7231
7304,"match","Bad","Other",1,1,0.7774
7304,"match","Bad","Other",1,1,0.7995
7304,"mismatch","Good","Self",0,0,0.6896
7304,"match","Bad","Self",1,1,0.6257
7304,"match","Good","Self",1,1,0.6799
7304,"match","Bad","Other",1,1,0.874
7304,"mismatch","Good","Other",0,0,0.7181
7304,"match","Bad","Self",1,1,0.7442
7304,"mismatch","Bad","Other",0,0,0.8463
7304,"mismatch","Good","Self",0,0,0.8724
7304,"mismatch","Bad","Other",0,0,0.8446
7304,"match","Bad","Self",1,1,0.7347
7304,"mismatch","Good","Other",0,0,0.7668
7304,"match","Good","Other",1,0,0.8809
7304,"match","Bad","Self",1,1,0.811
7304,"mismatch","Bad","Other",0,0,0.7392
7304,"match","Bad","Other",1,1,0.8333
7304,"mismatch","Bad","Other",0,0,0.8374
7304,"match","Good","Other",1,1,0.8155
7304,"match","Good","Self",1,1,0.6557
7304,"match","Good","Self",1,1,0.6158
7304,"mismatch","Bad","Self",0,0,0.7119
7304,"mismatch","Good","Other",0,0,0.7561
7304,"match","Bad","Other",1,1,0.8241
7304,"mismatch","Good","Other",0,0,0.7103
7304,"mismatch","Bad","Self",0,1,0.7544
7304,"mismatch","Good","Self",0,0,0.7186
7304,"mismatch","Good","Self",0,0,0.8006
7304,"match","Bad","Other",1,0,0.8508
7304,"mismatch","Bad","Self",0,0,0.6311
7304,"match","Good","Self",1,1,0.6112
7304,"match","Good","Other",1,1,0.8992
7304,"mismatch","Good","Self",0,1,0.5694
7304,"match","Good","Self",1,1,0.5295
7304,"mismatch","Good","Other",0,1,0.6576
7304,"match","Bad","Other",1,1,0.7997
7304,"mismatch","Bad","Other",0,0,0.8738
7304,"mismatch","Good","Self",0,1,0.6219
7304,"match","Bad","Self",1,1,0.6163
7304,"mismatch","Good","Other",0,1,0.4003
7304,"mismatch","Bad","Self",0,1,0.5944
7304,"match","Good","Self",1,1,0.3586
7304,"mismatch","Good","Self",0,1,0.3286
7304,"mismatch","Good","Other",0,1,0.5888
7304,"match","Bad","Self",1,1,0.6489
7304,"match","Good","Other",1,1,0.6251
7304,"match","Bad","Other",1,0,0.5591
7304,"match","Bad","Self",1,1,0.5533
7304,"mismatch","Bad","Other",0,0,0.5894
7304,"match","Good","Other",1,1,0.5535
7304,"mismatch","Bad","Self",0,0,0.6856
7304,"match","Good","Self",1,1,0.3437
7304,"mismatch","Bad","Self",0,1,0.3338
7304,"mismatch","Bad","Other",0,0,0.3979
7304,"match","Good","Self",1,1,0.6184
7304,"mismatch","Good","Other",0,0,0.7045
7304,"match","Bad","Other",1,1,0.8546
7304,"match","Good","Other",1,0,0.8307
7304,"match","Bad","Other",1,1,0.8988
7304,"match","Good","Other",1,1,0.6729
7304,"match","Bad","Self",1,1,0.3612
7304,"mismatch","Good","Self",0,1,0.4673
7304,"match","Good","Self",1,1,0.3876
7304,"mismatch","Bad","Self",0,0,0.5037
7304,"mismatch","Bad","Other",0,1,0.6138
7304,"match","Bad","Other",1,0,0.3661
7304,"match","Bad","Self",1,0,0.8239
7304,"match","Bad","Self",1,1,0.6541
7304,"match","Good","Self",1,1,0.4462
7304,"match","Good","Other",1,1,0.8163
7304,"mismatch","Good","Self",0,1,0.3604
7304,"mismatch","Good","Other",0,1,0.2985
7304,"mismatch","Good","Other",0,1,0.5847
7304,"mismatch","Good","Self",0,1,0.4547
7304,"mismatch","Bad","Self",0,1,0.6468
7304,"mismatch","Bad","Self",0,0,0.8569
7304,"mismatch","Good","Self",0,1,0.5531
7304,"mismatch","Bad","Self",0,0,0.3892
7304,"match","Good","Self",1,0,0.7853
7304,"mismatch","Good","Other",0,1,0.7354
7304,"mismatch","Good","Self",0,1,0.2396
7304,"match","Good","Other",1,0,0.2336
7304,"mismatch","Good","Other",0,1,0.1657
7304,"match","Good","Self",1,1,0.3518
7304,"match","Bad","Other",1,0,0.8359
7304,"match","Bad","Self",1,1,0.56
7304,"match","Good","Other",1,1,0.7961
7304,"mismatch","Bad","Other",0,1,0.7762
7304,"match","Bad","Self",1,1,0.5844
7304,"match","Bad","Other",1,1,0.6064
7304,"match","Bad","Other",1,1,0.6166
7304,"mismatch","Bad","Self",0,1,0.8967
7304,"match","Bad","Self",1,1,0.8248
7304,"mismatch","Bad","Other",0,0,0.391
7304,"match","Good","Self",1,1,0.659
7304,"mismatch","Bad","Self",0,0,0.8172
7304,"mismatch","Good","Other",0,1,0.8152
7304,"match","Good","Other",1,0,0.9114
7304,"mismatch","Good","Self",0,0,0.7156
7304,"mismatch","Bad","Other",0,1,0.7996
7304,"mismatch","Bad","Self",0,1,0.7499
7304,"match","Good","Self",1,1,0.49
7304,"mismatch","Good","Self",0,0,0.6101
7304,"match","Good","Self",1,1,0.5942
7304,"match","Good","Other",1,1,0.8384
7304,"mismatch","Bad","Other",0,0,0.7285
7304,"match","Bad","Self",1,1,0.7286
7304,"mismatch","Bad","Other",0,1,0.8167
7304,"mismatch","Bad","Other",0,0,0.6009
7304,"mismatch","Bad","Self",0,0,0.859
7304,"match","Bad","Self",1,1,0.6571
7304,"match","Good","Self",1,1,0.5913
7304,"match","Good","Other",1,1,0.8273
7304,"mismatch","Good","Self",0,0,0.6996
7304,"mismatch","Good","Self",0,0,0.8417
7304,"mismatch","Bad","Self",0,0,0.7479
7304,"match","Bad","Other",1,1,0.88
7304,"mismatch","Good","Other",0,0,0.93
7304,"mismatch","Good","Other",0,0,0.8503
7304,"match","Bad","Self",1,1,0.8264
7304,"match","Bad","Other",1,0,0.6724
7304,"match","Good","Other",1,0,0.8926
7304,"match","Bad","Other",1,1,0.7406
7304,"match","Good","Other",1,1,0.7388
7304,"mismatch","Bad","Self",0,0,0.7049
7304,"mismatch","Bad","Other",0,0,0.8632
7304,"match","Bad","Self",1,1,0.7332
7304,"mismatch","Bad","Self",0,0,0.6053
7304,"match","Good","Other",1,1,0.8073
7304,"match","Good","Other",1,1,0.8395
7304,"match","Bad","Self",1,1,0.6816
7304,"mismatch","Good","Other",0,0,0.6438
7304,"mismatch","Bad","Other",0,1,0.7979
7304,"mismatch","Good","Self",0,0,0.704
7304,"match","Good","Self",1,1,0.6061
7304,"match","Good","Self",1,1,0.5042
7304,"mismatch","Bad","Self",0,0,0.8063
7304,"match","Bad","Other",1,1,0.7605
7304,"mismatch","Good","Other",0,0,0.8105
7304,"match","Bad","Other",1,0,0.8107
7304,"mismatch","Good","Self",0,1,0.5948
7304,"mismatch","Bad","Other",0,0,0.907
7304,"mismatch","Good","Self",0,0,0.7371
7304,"match","Bad","Self",1,1,0.6233
7304,"match","Good","Self",1,1,0.5575
7304,"match","Bad","Other",1,0,0.6475
7304,"match","Bad","Other",1,1,0.6637
7304,"mismatch","Bad","Other",0,0,0.6937
7304,"mismatch","Good","Self",0,0,0.8138
7304,"match","Good","Self",1,1,0.6781
7304,"mismatch","Good","Self",0,0,0.6721
7304,"match","Good","Self",1,1,0.4602
7304,"mismatch","Bad","Self",0,0,0.8503
7304,"mismatch","Good","Other",0,1,0.6745
7304,"mismatch","Bad","Self",0,0,0.8146
7304,"mismatch","Bad","Self",0,0,0.8387
7304,"match","Bad","Other",1,0,0.8648
7304,"match","Bad","Self",1,0,0.895
7304,"mismatch","Good","Other",0,1,0.791
7304,"match","Good","Other",1,1,0.6832
7304,"match","Good","Self",1,1,0.5973
7304,"mismatch","Bad","Other",0,0,0.6154
7304,"match","Bad","Self",1,1,0.7797
7304,"match","Bad","Self",1,0,0.5458
7304,"match","Bad","Other",1,1,0.6719
7304,"mismatch","Good","Self",0,0,0.764
7304,"mismatch","Good","Other",0,0,0.8582
7304,"mismatch","Bad","Other",0,1,0.9364
7304,"mismatch","Good","Other",0,0,0.7833
7304,"match","Good","Other",1,1,0.8454
7304,"mismatch","Good","Self",0,0,0.8475
7304,"mismatch","Good","Other",0,0,0.8077
7304,"match","Bad","Self",1,1,0.7918
7304,"mismatch","Bad","Self",0,0,0.7921
7304,"mismatch","Good","Self",0,0,0.8442
7304,"mismatch","Bad","Other",0,0,0.7824
7304,"mismatch","Bad","Self",0,0,0.7885
7304,"match","Bad","Other",1,1,0.7366
7304,"match","Bad","Self",1,0,0.8567
7304,"match","Good","Other",1,1,0.7207
7304,"mismatch","Good","Other",0,0,0.7069
7304,"mismatch","Bad","Self",0,1,1.009
7304,"mismatch","Bad","Other",0,0,0.7611
7304,"mismatch","Bad","Other",0,0,0.7712
7304,"match","Good","Self",1,1,0.5634
7304,"match","Bad","Self",1,1,0.7095
7304,"mismatch","Good","Self",0,0,0.8656
7304,"match","Good","Self",1,1,0.6557
7304,"match","Good","Other",1,1,0.8078
7304,"match","Good","Self",1,1,0.552
7304,"match","Bad","Other",1,1,0.9321
7304,"match","Good","Other",1,1,0.8122
7304,"mismatch","Good","Other",0,0,0.6444
7304,"match","Bad","Other",1,1,0.6304
7304,"mismatch","Good","Self",0,1,0.5706
7304,"match","Good","Other",1,1,0.7466
7304,"mismatch","Bad","Self",0,0,0.6729
7304,"mismatch","Good","Self",0,0,0.6929
7304,"match","Good","Other",1,1,0.5251
7304,"mismatch","Bad","Self",0,0,0.6391
7304,"mismatch","Good","Self",0,1,0.5292
7304,"match","Good","Self",1,1,0.5294
7304,"match","Bad","Self",1,0,0.8894
7304,"match","Bad","Other",1,1,0.6815
7304,"mismatch","Good","Other",0,0,0.8597
7304,"mismatch","Bad","Other",0,1,0.8818
7304,"mismatch","Bad","Other",0,0,0.9719
7304,"mismatch","Good","Other",0,0,0.9641
7304,"match","Bad","Other",1,1,0.7822
7304,"match","Good","Self",1,1,0.5164
7304,"mismatch","Bad","Self",0,0,0.5685
7304,"match","Good","Self",1,1,0.4886
7304,"match","Bad","Self",1,1,0.6487
7304,"match","Bad","Self",1,1,0.8849
7304,"match","Bad","Other",1,0,0.533
7304,"mismatch","Bad","Other",0,0,0.6612
7304,"match","Good","Self",1,1,0.4433
7304,"match","Good","Self",1,1,0.5493
7304,"mismatch","Bad","Self",0,0,0.7855
7304,"match","Bad","Self",1,1,0.6556
7304,"mismatch","Good","Self",0,1,0.6717
7304,"match","Good","Other",1,1,0.7638
7304,"match","Bad","Self",1,1,0.6219
7304,"match","Good","Other",1,1,0.7561
7304,"mismatch","Bad","Other",0,1,0.8002
7304,"match","Good","Other",1,1,0.6344
7304,"mismatch","Good","Other",0,1,0.8464
7304,"mismatch","Good","Other",0,0,0.8325
7304,"mismatch","Good","Other",0,0,0.7486
7304,"mismatch","Good","Self",0,0,0.7688
7304,"match","Good","Self",1,1,0.601
7304,"mismatch","Good","Self",0,0,0.8271
7304,"mismatch","Bad","Self",0,1,0.6412
7304,"mismatch","Bad","Other",0,0,0.6592
7304,"match","Bad","Other",1,1,0.7454
7304,"match","Bad","Other",1,1,0.7755
7304,"match","Bad","Self",1,1,0.6876
7304,"match","Good","Other",1,1,0.7597
7304,"match","Good","Other",1,1,0.5858
7304,"mismatch","Good","Self",0,0,0.6479
7304,"match","Good","Self",1,1,0.5761
7304,"mismatch","Good","Other",0,0,0.7441
7304,"mismatch","Bad","Self",0,0,0.8063
7304,"mismatch","Bad","Self",0,0,0.8085
7304,"mismatch","Bad","Other",0,1,0.8165
7304,"mismatch","Bad","Other",0,0,0.6247
7304,"match","Good","Self",1,1,0.5988
7304,"mismatch","Bad","Other",0,0,0.8249
7304,"mismatch","Good","Self",0,0,0.759
7304,"match","Bad","Other",1,0,0.8331
7304,"mismatch","Bad","Self",0,0,0.6213
7304,"match","Good","Other",1,0,0.7234
7304,"mismatch","Good","Self",0,1,0.9575
7304,"match","Bad","Other",1,1,0.9036
7304,"match","Bad","Self",1,1,0.9577
7304,"match","Bad","Self",1,1,0.6399
7304,"mismatch","Good","Other",0,0,0.914
7304,"mismatch","Good","Other",0,0,0.8381
7304,"match","Good","Self",1,1,0.5202
7304,"mismatch","Bad","Other",0,0,1.0034
7304,"match","Bad","Other",1,1,0.9176
7304,"match","Bad","Self",1,1,0.9117
7304,"mismatch","Good","Other",0,0,0.6038
7304,"mismatch","Bad","Self",0,1,0.798
7304,"mismatch","Bad","Self",0,0,0.8881
7304,"match","Good","Other",1,1,0.7283
7304,"match","Good","Self",1,1,0.5284
7304,"match","Bad","Other",1,1,0.8084
7304,"mismatch","Bad","Other",0,1,0.6966
7304,"mismatch","Good","Other",0,0,0.7847
7304,"mismatch","Good","Self",0,1,0.8228
7304,"match","Good","Self",1,1,0.5409
7304,"match","Bad","Self",1,0,0.811
7304,"match","Good","Other",1,1,0.8592
7304,"match","Good","Other",1,1,0.7693
7304,"match","Bad","Other",1,1,0.9294
7304,"match","Bad","Self",1,1,0.6736
7304,"mismatch","Good","Other",0,0,0.8376
7304,"mismatch","Good","Self",0,0,0.6238
7304,"match","Good","Self",1,1,0.5499
7304,"mismatch","Bad","Self",0,1,0.81
7304,"mismatch","Good","Self",0,1,0.6981
7304,"match","Bad","Self",1,1,0.6402
7304,"match","Good","Other",1,1,0.6104
7304,"match","Good","Other",1,1,0.6904
7304,"mismatch","Bad","Self",0,0,0.7706
7304,"mismatch","Bad","Other",0,0,0.8507
7304,"match","Bad","Other",1,1,0.6588
7304,"mismatch","Bad","Self",0,0,0.8089
7304,"match","Bad","Other",1,0,1.009
7304,"match","Good","Other",1,1,0.6812
7304,"mismatch","Bad","Other",0,0,0.7313
7304,"match","Bad","Self",1,1,0.6594
7304,"mismatch","Good","Self",0,0,0.7935
7304,"mismatch","Bad","Other",0,1,0.9416
7304,"mismatch","Good","Other",0,1,0.8118
7304,"match","Good","Self",1,1,0.6039
7304,"match","Bad","Self",1,1,0.99
7304,"mismatch","Good","Self",0,0,0.7062
7304,"mismatch","Bad","Self",0,0,0.8963
7304,"match","Good","Self",1,1,0.5044
7304,"match","Good","Self",1,1,0.4705
7304,"mismatch","Good","Other",0,1,0.6266
7304,"mismatch","Good","Other",0,0,0.6728
7304,"match","Bad","Other",1,1,0.7168
7304,"mismatch","Good","Other",0,0,0.7423
7304,"match","Bad","Other",1,1,0.7804
7304,"mismatch","Bad","Self",0,1,0.5226
7304,"mismatch","Bad","Self",0,0,0.6509
7304,"match","Bad","Other",1,1,0.699
7304,"mismatch","Good","Self",0,1,0.8731
7304,"match","Good","Self",1,1,0.5812
7304,"mismatch","Good","Self",0,0,0.7233
7304,"match","Bad","Other",1,1,0.7334
7304,"match","Bad","Self",1,1,0.6375
7304,"match","Bad","Self",1,1,0.8076
7304,"mismatch","Good","Self",0,0,0.6638
7304,"mismatch","Bad","Self",0,0,0.8779
7304,"match","Good","Self",1,1,0.5281
7304,"match","Good","Other",1,0,0.7281
7304,"match","Good","Self",1,1,0.7043
7304,"mismatch","Bad","Other",0,0,0.8544
7304,"match","Good","Other",1,1,0.7265
7304,"mismatch","Good","Other",0,0,0.7286
7304,"match","Good","Other",1,1,0.6727
7304,"mismatch","Good","Other",0,0,0.7329
7304,"match","Bad","Self",1,1,0.653
7304,"mismatch","Bad","Other",0,0,0.765
7304,"match","Bad","Other",1,1,0.8873
7304,"mismatch","Bad","Other",0,0,0.6393
7304,"match","Bad","Self",1,1,0.8495
7304,"mismatch","Bad","Self",0,0,0.7616
7304,"mismatch","Bad","Other",0,0,0.7077
7304,"mismatch","Good","Other",0,0,0.7118
7304,"mismatch","Good","Self",0,0,0.724
7304,"match","Good","Other",1,1,0.694
7304,"mismatch","Good","Other",0,0,0.6382
7304,"match","Good","Self",1,1,0.5462
7304,"match","Bad","Self",1,1,0.9843
7304,"match","Bad","Self",1,1,0.6945
7304,"match","Good","Self",1,1,0.7827
7304,"mismatch","Bad","Self",0,0,0.8287
7304,"mismatch","Good","Self",0,0,0.9928
7304,"match","Bad","Other",1,1,0.765
7304,"match","Good","Other",1,1,0.7751
7304,"match","Good","Self",1,1,0.6633
7304,"mismatch","Bad","Self",0,0,0.8293
7304,"mismatch","Good","Self",0,0,0.9134
7304,"match","Good","Other",1,1,0.7976
7304,"mismatch","Bad","Other",0,0,0.7997
7304,"mismatch","Good","Other",0,0,0.806
7304,"match","Bad","Self",1,1,0.7516
7304,"match","Bad","Self",1,0,0.6277
7304,"match","Bad","Other",1,1,0.8119
7304,"mismatch","Good","Other",0,1,0.6841
7304,"match","Good","Self",1,1,0.5422
7304,"mismatch","Bad","Self",0,0,0.6763
7304,"mismatch","Bad","Other",0,1,0.8004
7304,"match","Good","Self",1,1,0.5306
7304,"mismatch","Good","Other",0,0,0.7787
7304,"match","Good","Other",1,1,0.6807
7304,"mismatch","Bad","Self",0,0,0.7149
7304,"match","Good","Other",1,1,0.847
7304,"match","Bad","Other",1,1,0.7051
7304,"mismatch","Good","Self",0,0,0.6473
7304,"mismatch","Good","Self",0,0,0.6954
7304,"mismatch","Bad","Self",0,0,0.7035
7304,"mismatch","Good","Self",0,0,0.5655
7304,"mismatch","Bad","Other",0,0,0.7117
7304,"match","Bad","Self",1,1,0.6438
7304,"mismatch","Bad","Other",0,0,0.6539
7304,"match","Bad","Other",1,1,0.694
7304,"match","Good","Other",1,1,0.8941
7304,"match","Good","Self",1,1,0.5663
7304,"match","Good","Self",1,1,0.4564
7304,"match","Bad","Self",1,1,0.6085
7304,"mismatch","Bad","Other",0,1,0.9846
7304,"mismatch","Good","Self",0,1,0.4867
7304,"mismatch","Bad","Self",0,1,0.5529
7304,"mismatch","Good","Other",0,1,0.701
7304,"mismatch","Bad","Self",0,1,0.7791
7304,"mismatch","Good","Other",0,0,0.7452
7304,"match","Bad","Self",1,1,0.6233
7304,"match","Good","Self",1,1,0.4854
7304,"mismatch","Bad","Other",0,0,0.7355
7304,"match","Good","Self",1,1,0.4076
7304,"mismatch","Bad","Self",0,0,0.6797
7304,"mismatch","Good","Self",0,0,0.5698
7304,"match","Bad","Self",1,1,0.586
7304,"mismatch","Good","Self",0,0,0.584
7304,"match","Bad","Other",1,1,0.7422
7304,"match","Good","Other",1,1,0.6203
7304,"match","Good","Other",1,1,0.5864
7304,"match","Good","Other",1,1,0.6965
7304,"mismatch","Bad","Other",0,0,0.6406
7304,"match","Bad","Other",1,1,0.7787
7304,"mismatch","Good","Other",0,1,0.6809
7304,"match","Bad","Other",1,1,0.6028
7304,"mismatch","Bad","Other",0,0,0.7243
7304,"match","Bad","Other",1,1,0.7824
7304,"match","Good","Other",1,1,0.8925
7304,"match","Bad","Self",1,1,0.6287
7304,"match","Good","Self",1,1,0.4248
7304,"match","Good","Self",1,1,0.5749
7304,"match","Bad","Other",1,0,0.655
7304,"mismatch","Good","Other",0,0,0.8331
7304,"match","Bad","Other",1,1,0.6532
7304,"mismatch","Bad","Self",0,0,0.8213
7304,"mismatch","Bad","Other",0,0,0.7394
7304,"match","Bad","Self",1,1,0.5616
7304,"match","Good","Self",1,1,0.4758
7304,"match","Good","Other",1,1,0.7518
7304,"mismatch","Good","Self",0,0,0.7318
7304,"mismatch","Good","Self",0,0,0.812
7304,"mismatch","Good","Other",0,1,0.7881
7304,"mismatch","Bad","Self",0,0,0.9523
7304,"mismatch","Bad","Self",0,0,0.7165
7304,"mismatch","Good","Self",0,0,0.6166
7304,"mismatch","Bad","Other",0,1,0.9446
7304,"match","Bad","Self",1,1,0.8307
7304,"match","Good","Other",1,1,0.6188
7304,"mismatch","Good","Other",0,0,0.641
7304,"match","Bad","Self",1,1,0.5392
7304,"mismatch","Good","Self",0,0,0.6732
7304,"match","Good","Self",1,1,0.6933
7304,"mismatch","Good","Other",0,1,0.7495
7304,"mismatch","Good","Self",0,0,0.7615
7304,"mismatch","Good","Other",0,0,0.8597
7304,"match","Good","Self",1,1,0.5298
7304,"mismatch","Bad","Self",0,1,0.618
7304,"match","Bad","Other",1,0,0.7681
7304,"mismatch","Bad","Self",0,0,0.7762
7304,"mismatch","Bad","Self",0,0,0.9843
7304,"match","Good","Other",1,1,0.8944
7304,"match","Bad","Other",1,1,0.6225
7304,"mismatch","Bad","Other",0,0,0.6607
7304,"match","Good","Other",1,1,0.5867
7304,"match","Good","Other",1,1,0.5449
7304,"mismatch","Bad","Other",0,0,0.751
7304,"mismatch","Good","Self",0,0,0.6511
7304,"match","Bad","Self",1,1,0.6512
7304,"match","Good","Self",1,1,0.4514
7304,"match","Bad","Other",1,0,0.7555
7304,"mismatch","Bad","Other",0,0,0.6316
7304,"match","Bad","Self",1,1,0.5957
7304,"mismatch","Good","Other",0,1,0.7678
7305,"match","Good","Other",1,0,0.7289
7305,"mismatch","Good","Other",0,0,1.0604
7305,"mismatch","Good","Self",0,1,0.7264
7305,"match","Bad","Self",1,0,0.6498
7305,"mismatch","Good","Other",0,0,0.8315
7305,"mismatch","Bad","Self",0,1,0.6529
7305,"mismatch","Good","Self",0,1,0.6906
7305,"match","Bad","Other",1,1,0.621
7305,"match","Bad","Other",1,1,0.4502
7305,"mismatch","Bad","Other",0,0,0.552
7305,"match","Good","Self",1,0,0.7558
7305,"match","Good","Self",1,1,0.7437
7305,"mismatch","Bad","Other",0,0,0.9672
7305,"mismatch","Bad","Other",0,0,0.5595
7305,"match","Good","Self",1,1,0.9073
7305,"mismatch","Good","Self",0,0,0.6703
7305,"mismatch","Bad","Self",0,1,0.7324
7305,"match","Bad","Other",1,0,0.9838
7305,"match","Bad","Self",1,0,0.9402
7305,"mismatch","Bad","Self",0,1,0.7318
7305,"mismatch","Good","Other",0,1,0.6713
7305,"match","Bad","Self",1,0,0.7254
7305,"match","Good","Other",1,0,0.7886
7305,"match","Good","Other",1,1,0.5731
7305,"mismatch","Good","Self",0,0,0.6693
7305,"match","Bad","Other",1,1,0.8034
7305,"match","Good","Self",1,1,0.8403
7305,"match","Bad","Other",1,1,0.6418
7305,"mismatch","Bad","Other",0,0,0.6512
7305,"match","Good","Other",1,1,0.5529
7305,"mismatch","Bad","Other",0,0,0.9888
7305,"mismatch","Bad","Self",0,1,0.7895
7305,"match","Bad","Self",1,0,0.7501
